name,nature,source,circumstance,gift_old_style,gift_received_date,gift_date
"Trudeau, Justin",Custom alpaca fiber cape by Alicia Adams Alpaca including embroidered initials commemorati...,Mrs. Michelle Obama,"Presented to my spouse during the official visit to Washington, D.C.", ,2016/03/10,2016/06/06
"Trudeau, Justin","Star Wars: “The Force Awakens” script signed by Director J.J. Abrams, presented in a custo...","Barack Obama, President of the United States","Presented during the official visit to Washington, D.C.", ,2016/03/10,2016/06/06
"Trudeau, Justin",Silver broach from Wing-Peace Collection by designer Jane Swensen,"Nancy Lindborg, President, United States Institute of Peace","Presented to my spouse during the official visit to Washington, D.C. (March 9-11, 2016)", ,,2016/06/06
"Trudeau, Justin",5 pairs of Aldo Shoes,"Aldo Shoe Company, Montreal","Provided to my spouse by the company to wear during the official visit to Washington, D.C....", ,,2016/06/06
"Trudeau, Justin",3D Laser Crystal of the Tomb of the Unknown Soldier and a book entitled “Where Valor Rests...,"Bradley A. Becker, Major General, U.S. Army","Presented during the official visit to Washington, D.C. (March 9-11, 2016)", ,,2016/06/06
"Trudeau, Justin",5 Tail Wags Helmet Covers,"Karyn Climans, Scarborough, Ontario",Offered to my family and I as an opportunity to promote safety for children and adults, ,2016/03/02,2016/06/06
"Trudeau, Justin",Olive Branch sculpture by Maryland artist Zachary Oxman with a personalized inscription co...,"Barack Obama, President of the United States and Mrs. Michelle Obama","Presented to my spouse and I during the official visit to Washington, D.C.", ,2016/03/10,2016/06/06
"Kelly, Pat",Two tickets for Sales and Marketing (SAM) Awards,Canadian Home Builders' Association,To attend Annual SAM Awards as Member of Parliament, ,2016/04/16,2016/05/31
"Sgro, Judy","Two tickets to attend the River Ball on May 5, 2016",Humber River Hospital Foundation,Offered within the customary standards of hospitality that normally accompanies the Member..., ,,2016/05/25
"Murray, Joyce",Carving,CEO of BC Commissionaires,Keynote speaker, ,2016/04/29,2016/05/20
"Murray, Joyce",,,, ,,2016/05/20
"Bennett, Carolyn",15 Books - Indigenous publishing program,"Bruce Walsh, DirectorDirector of University of Regina Press",Received as a normal expression of courtesy or protocol, ,2016/03/29,2016/05/20
"Fry, Hedy",Television,Taipei Economic and Cultural Office in Canada,"Prize won following a raffle draw at ""Taiwan Night 2016"" on April 13,2016", ,,2016/05/13
"Bibeau, Marie-Claude",Carpet,"His Excellency Abrar Hussain Hashmi, High Commissioner of Pakistan to Canada",Given as a normal expression of courtesy or protocol, ,2016/04/04,2016/05/12
"Qualtrough, Carla",Own The Podium Jacket,"Own The Podium, CEO Anne Merklinger",Introduction meeting, ,2015/12/14,2016/05/10
"Hussen, Ahmed D.",Ticket to the Ontario Liberal Party (OLP) 2016 Heritage Dinner,Ontario Liberal Party,Ticket was offered to all federal Liberal Ontario caucus members, ,,2016/05/09
"Oliphant, Robert","Ticket to attend the Canada India Foundation Award Gala on April 22, 2016",Canada India Foundation,Offered within the customary standards of hospitality that normally accompanies the Member..., ,,2016/05/09
"Bennett, Carolyn",Cape,Chief Norton and the Mohawk Council of Kahnawake,Given as a normal expression of courtesy or protocol, ,2016/04/29,2016/05/06
"Mendicino, Marco","Ticket to attend the 2016 Waterkeeper Gala in Toronto, Ontario",Ports Toronto,Offered within the customary standards of hospitality that normally accompanies a Member's..., ,2016/04/21,2016/05/02
"Erskine-Smith, Nathaniel",Two tickets to attend the 2016 Global Citizens Dinner,The United Nations Association in Canada,Offered within the customary standards of hospitality that normally accompanies a Member o..., ,2016/03/15,2016/04/26
"MacAulay, Lawrence",Teapot and cup,"Lee Dong-phil, Minister of Agriculture, Food and Rural Affairs, Republic of Korea","Meetings in Seoul, South Korea", ,2016/04/26,2016/04/26
"MacAulay, Lawrence",Teapot and cup,"Lee Dong-phil, Minister of Agriculture, Food and Rural Affairs, Republic of Korea","Meetings in Seoul, South Korea", ,2016/04/26,2016/04/26
"Chen, Shaun","Ticket at fundraising event - Ontario Liberal Annual Heritage Dinner in Toronto, Ontario",Ontario Liberal Party,Offered as complimentary of the Liberal Party, ,,2016/04/19
"Richards, Blake",Ticket to attend Olds College's 2016 Growing the Legacy Gala,Olds College,Offered within the customary standards of hospitality that normally accompanies a Member's..., ,2016/04/07,2016/04/15
"Richards, Blake",Ticket to the Bow Valley College's 21st Annual Alberta Premiers Scholarship Luncheon,Bow Valley Credit Union,Offered within the customary standards of hospitality that normally accompanies a Member's..., ,2016/04/15,2016/04/15
"Joly, Mélanie",Picture of the City of Montreal,Library and Archives Canada,Following a visit, ,2016/04/11,2016/04/15
"Jowhari, Majid",Sculpture of Cyrus the Great,"Iranian-Canadian artist, Mr. Alireza Mahramnia",To congratulate the newly elected Member, ,2015/10/09,2016/04/14
"Oliphant, Robert","Ticket to attend the Canadian Arab Institute Awards Gala on April 4, 2016.",Mr. Moe Jaber,Offered within the customary standards of hospitality that normally accompanies the Member..., ,,2016/04/11
"Oliphant, Robert",Ticket to attend the 29th Annual Testimonial Dinner & Awards of the Public Policy Forum on...,Borden Ladner Gervais LLP,Offered within the customary standards of hospitality that normally accompanies the member..., ,,2016/04/11
"MacAulay, Lawrence",Decorative bowl,"Stéphane Le Foll, Minister of Agriculture, Agri-Food and Forestry, France","Bilateral meeting during OECD meetings in Paris, France", ,2016/04/07,2016/04/07
"MacAulay, Lawrence",Decorative bowl,"Stéphane Le Foll, Minister of Agriculture, Agri-Food and Forestry, France","Bilateral meeting during OECD meetings in Paris, France", ,2016/04/07,2016/04/07
"Sajjan, Harjit S.",Burberry Wallet,"Ambassador of the Kingdom of Saudi Arabia, Naif Bin Bandir AlSudairy",Season's greetings, ,2015/12/18,2016/04/01
"Sajjan, Harjit S.",Basket of olive oil and nuts,Balcorp Limited,Season's greetings, ,2015/12/18,2016/04/01
"Sajjan, Harjit S.",Burberry wallet,"Ambassador of the Kingdom of Saudi Arabia, Naif Bin Bandir AlSudairy",Season's greetings, ,2015/12/18,2016/04/01
"Sajjan, Harjit S.",Basket of olive oil and nuts,Balcorp Limited,Season's greetings, ,2015/12/18,2016/04/01
"Dzerowicz, Julie",Ticket to 2016 Heritage Dinner,Ontario Liberal Party (OLP),OLP extended an invite to 2016 Heritage Dinner to all federal Liberal Ontario caucus membe..., ,,2016/03/31
"Trudeau, Justin","J + Pras by John Jacobs, Korean cosmetic products offered to my spouse","Her Excellency Park Geun-hye, President of the Republic of Korea",To commemorate Korea’s Lunar New Year’s Day, ,2016/02/08,2016/03/29
"Trudeau, Justin","Wooden tool box containing various paint products including Chalk Paint, Soft Wax, paint b...","Ms. Katrina Barclay, Owner, Malenka Originals",Housewarming gift, ,2015/12/08,2016/03/29
"Trudeau, Justin",Bottle of Sake from Hiroshima and two Kagami Crystal Sake Glasses,"His Excellency Fumio Kishida, Minister for Foreign Affairs Japan",Offered to me and my spouse as I will be travelling to Japan in April 2016, ,2016/02/24,2016/03/29
"Trudeau, Justin",Original painting on canvas representing a goal for establishing a Centre for the Life Ext...,Mr. Barry MacKinnon,"Received in my office in Ottawa, Canada", ,2016/01/15,2016/03/29
"Trudeau, Justin",Seal skin vest with leather trim,Ms. Victoria Okpik of Nunavik Creations,Tour of the 2016 Northern Lights Business & Cultural Exposition at the Shaw Centre in Otta..., ,2016/01/28,2016/03/29
"Trudeau, Justin",Tiffany Crystal Paperweight and Tiffany Crystal Trinket Box,"His Excellency Ban-Ki moon, United Nations Secretary-General and Mrs. Ban Soon-Taek","Offered to me and my spouse during an official visit to Ottawa, Canada", ,2016/02/11,2016/03/29
"Trudeau, Justin",Olive Tree Walnut Bookends with gold plated olive branches and 3 embroidery covered linen ...,"His Majesty King Abdullah II ibn Al Hussein and Rania Al Abdullah, the Hashemite Kingdom o...",Greetings for the new year, ,2015/12/31,2016/03/29
"Virani, Arif",Two tickets to attend the Canadian Screen Awards,Academy of Canadian Cinema and Television,Offered within the customary standards of hospitality that normally accompanies the Member..., ,,2016/03/21
"Dzerowicz, Julie",Two tickets to the 2016 Canadian Screen Awards Gala,Canadian Screen Awards,Invitation and tickets were offered via email, ,,2016/03/21
"Oliphant, Robert","Two tickets to attend the Canadian Screen Awards on March 13, 2016",Academy of Canadian Cinema and Television,Offered within the customary standards of hospitality that normally accompanies the Member..., ,,2016/03/14
"Anandasangaree, Gary",Gala Ticket,Yee Hong Community Wellness Foundation,In the context of the Chinese New Year’s celebration., ,,2016/03/09
"Bennett, Carolyn",A pair of Aboriginal moccasins and a wool blanket.,Chief Charlène Bellea of Esk'Etemc First Nation.,"Meeting of the Coalition on Missing and Murdered Indigenous Women and Girls, Vancouver, Br...", ,2016/01/12,2016/03/04
"Mendès, Alexandra",Two tickets for the Coppélia Shanghai ballet,The Consulate General of the People's Republic of China in Montreal and les Grands Ballets...,Offered as a normal expression of courtesy that normally accompanies the Member's position..., ,2016/01/25,2016/01/29
"Trudeau, Justin",Gift baskets for the Prime Minister's children and Grand Central Trunk containing Baskit p...,"His Excellency Mohammed Saif Helal M. Alshehhi, Ambassador Embassy of the United Arab Emir...",Season’s greetings, ,2015/12/10,2016/01/28
"Trudeau, Justin",Two cases of Algerian Wine and case of Haddoud Salim Algerian Dates,"His Excellency Abdelaziz Bouteflika, President of the People’s Democratic Republic of Alge...",Season’s Greetings, ,2015/12/18,2016/01/28
"Trudeau, Justin","Montegrappa Italia items including ball point pen, leather notebook and leather document c...","His Excellency Joseph Muscat, Prime Minister of the Republic of Malta","Commonwealth Heads of Government Meeting 2015 (CHOGM), held in Malta", ,2015/11/27,2016/01/28
"Trudeau, Justin","Montegrappa Italia items including ball point pen, leather notebook and leather document c...","His Excellency Joseph Muscat, Prime Minister of the Republic of Malta","Commonwealth Heads of Government Meeting 2015 (CHOGM), held in Malta", ,2015/11/27,2016/01/28
"Trudeau, Justin",Two cases of Algerian Wine and case of Haddoud Salim Algerian Dates,"His Excellency Abdelaziz Bouteflika, President of the People’s Democratic Republic of Alge...",Season’s Greetings, ,2015/12/18,2016/01/28
"Trudeau, Justin",Gift baskets for the Prime Minister's children and Grand Central Trunk containing Baskit p...,"His Excellency Mohammed Saif Helal M. Alshehhi, Ambassador Embassy of the United Arab Emir...",Season's greetings, ,2015/12/10,2016/01/28
"O'Connell, Jennifer","Two tickets to attend InspirEve organized by Lakeridge Health Foundation in Ajax, Ontario",Ms. Nikki Holland from the Carpenters District Council,A normal expression of courtesy, ,2015/11/06,2016/01/13
"O'Connell, Jennifer","Two tickets to attend the Mayor's Gala 2015, in Pickering",Mr. Ken Rovinelli from TACC Construction,A normal expression of courtesy, ,2015/11/21,2016/01/13
"Trudeau, Justin",Pasabahce Magazalan numbered vase presented in a carrying case,"His Excellency Recep Tayyip Erdogan, President of the Republic of Turkey",2015 G20 Antalya Summit, ,2015/11/16,2015/12/22
"Trudeau, Justin",Framed flower expressing the Art of Marbling by artist Hikmet Barutcugil 2015,"His Excellency Recep Tayyip Erdogan, President of the Republic of Turkey",2015 G20 Antalya Summit, ,2015/11/16,2015/12/22
"Trudeau, Justin",Royal Canadian Air Force Bomber JacketTwo Royal Canadian Air Force Flight JacketsBoard Gam...,"Dr. Gary Polonsky, Chair, Board of Trustees and Mr. Alex Benay, President and CEO, Canada ...",A normal expression of courtesy, ,2015/11/12,2015/12/22
"Trudeau, Justin",Three bottles of Château Larrivet-Haut-Brion Red Bordeau 2000,"His Excellency François Hollande, President of the French Republic","2015 United Nations Climate Change Conference, Le Bourget, France", ,2015/11/30,2015/12/22
"Trudeau, Justin",Glass Globe highlighting the leader's countries designed by Kennetth Cobonpue presented in...,"His Excellency Benigno S. Aquino III, President of the Republic of the Philippines","2015 APEC Summit Manila, Philippines", ,2015/11/18,2015/12/22
"Trudeau, Justin",Liuligongfang hand crafted crystal art symbolizing Humility and United Altruism,"Mr. Vincent C. Siew, Vice President of the Republic of China and his spouse","Presented to me and my spouse at the 2015 APEC Summit Manila, Philippines", ,2015/11/18,2015/12/22
"Trudeau, Justin","Basket containing a variety of liqueurs, dark rum, vodka and chocolates","His Excellency Benigno S. Aquino III, President of the Republic of the Philippines","2015 APEC Summit Manila, Philippines", ,2015/11/18,2015/12/22
"Trudeau, Justin",Pasabahce Magazalan numbered vase presented in a carrying case,"His Excellency Recep Tayyip Erdogan, President of the Republic of Turkey",2015 G20 Antalya Summit, ,2015/11/16,2015/12/22
"Trudeau, Justin",Glass Globe highlighting the leader's countries designed by Kennetth Cobonpue presented in...,"His Excellency Benigno S. Aquino III, President of the Republic of the Philippines","2015 APEC Summit Manila, Philippines", ,2015/11/18,2015/12/22
"Trudeau, Justin",Three bottles of Château Larrivet-Haut-Brion Red Bordeaux 2000,"His Excellency François Hollande, President of the French Republic","2015 United Nations Climate Change Conference, Le Bourget, France", ,2015/11/30,2015/12/22
"Trudeau, Justin","Basket containing a variety of liqueurs, dark rum, vodka and chocolates","His Excellency Benigno S. Aquino III, President of the Republic of the Philippines","2015 APEC Summit Manila, Philippines", ,2015/11/18,2015/12/22
"Trudeau, Justin",Liuligongfang hand crafted crystal art symbolizing Humility and United Altruism,"Mr. Vincent C. Siew, Vice President of the Republic of China and his spouse","Presented to me and my spouse at the 2015 APEC Summit Manila, Philippines", ,2015/11/18,2015/12/22
"Trudeau, Justin",Royal Canadian Air Force Bomber JacketTwo Royal Canadian Air Force Flight JacketsBoard Gam...,"Dr. Gary Polonsky, Chair, Board of Trustees and Mr. Alex Benay, President and CEO, Canada ...",A normal expression of courtesy, ,2015/11/12,2015/12/22
"Trudeau, Justin",Framed flower expressing the Art of Marbling by artist Hikmet Barutcugil 2015,"His Excellency Recep Tayyip Erdogan, President of the Republic of Turkey",2015 G20 Antalya Summit, ,2015/11/16,2015/12/22
"Oliphant, Robert","Ticket to attend Toronto Region Board of Trade luncheon on December 14, 2015",Carpenters Union Local 27,Offered within the customary standards of hospitality that normally accompanies the Member..., ,,2015/12/14
"Oliphant, Robert","Ticket to attend the Winston Churchill Society Dinner on November 26, 2015",Scotiabank,Offered within the customary standards of hospitality that normally accompanies the Member..., ,2015/11/26,2015/11/26
